dataset,noise,trial,algorithm,mu,lam_step,accuracy,frobenius,gt_frobenius
multimanga,10,0,fugal_init,0.3,1.0,0.756972,1874.0,1582.0
multimanga,10,0,fugal_init,0.5,0.2,0.760956,1886.0,1582.0
multimanga,10,0,fugal_init,0.5,0.4,0.757968,1882.0,1582.0
multimanga,10,0,fugal_init,0.5,0.6,0.752988,1906.0,1582.0
multimanga,10,0,fugal_init,0.5,0.8,0.751992,1906.0,1582.0
multimanga,10,0,fugal_init,0.5,1.0,0.751992,1906.0,1582.0
multimanga,10,0,fugal_init,1,0.2,0.746016,1982.0,1582.0
multimanga,10,0,fugal_init,1,0.4,0.744024,1982.0,1582.0
multimanga,10,0,fugal_init,1,0.6,0.736056,2002.0,1582.0
multimanga,10,0,fugal_init,1,0.8,0.736056,2006.0,1582.0
multimanga,10,0,fugal_init,1,1.0,0.737052,2006.0,1582.0
multimanga,10,0,fugal_init,2,0.2,0.722112,2174.0,1582.0
multimanga,10,0,fugal_init,2,0.4,0.72012,2182.0,1582.0
multimanga,10,0,fugal_init,2,0.6,0.72012,2186.0,1582.0
multimanga,10,0,fugal_init,2,0.8,0.721116,2186.0,1582.0
multimanga,10,0,fugal_init,2,1.0,0.721116,2194.0,1582.0
multimanga,10,1,fugal_init,0.05,0.2,0.693227,2418.0,1606.0
multimanga,10,1,fugal_init,0.05,0.4,0.692231,2438.0,1606.0
multimanga,10,1,fugal_init,0.05,0.6,0.696215,2438.0,1606.0
multimanga,10,1,fugal_init,0.05,0.8,0.684263,2434.0,1606.0
multimanga,10,1,fugal_init,0.05,1.0,0.691235,2454.0,1606.0
multimanga,10,1,fugal_init,0.1,0.2,0.705179,2402.0,1606.0
multimanga,10,1,fugal_init,0.1,0.4,0.697211,2398.0,1606.0
multimanga,10,1,fugal_init,0.1,0.6,0.693227,2434.0,1606.0
multimanga,10,1,fugal_init,0.1,0.8,0.691235,2438.0,1606.0
multimanga,10,1,fugal_init,0.1,1.0,0.694223,2426.0,1606.0
multimanga,10,1,fugal_init,0.3,0.2,0.76494,1870.0,1606.0
multimanga,10,1,fugal_init,0.3,0.4,0.765936,1870.0,1606.0
multimanga,10,1,fugal_init,0.3,0.6,0.76992,1878.0,1606.0
multimanga,10,1,fugal_init,0.3,0.8,0.766932,1878.0,1606.0
multimanga,10,1,fugal_init,0.3,1.0,0.767928,1874.0,1606.0
multimanga,10,1,fugal_init,0.5,0.2,0.768924,1870.0,1606.0
multimanga,10,1,fugal_init,0.5,0.4,0.76992,1882.0,1606.0
multimanga,10,1,fugal_init,0.5,0.6,0.76992,1886.0,1606.0
multimanga,10,1,fugal_init,0.5,0.8,0.767928,1894.0,1606.0
multimanga,10,1,fugal_init,0.5,1.0,0.760956,1898.0,1606.0
multimanga,10,1,fugal_init,1,0.2,0.776892,1858.0,1606.0
multimanga,10,1,fugal_init,1,0.4,0.770916,1858.0,1606.0
multimanga,10,1,fugal_init,1,0.6,0.771912,1858.0,1606.0
multimanga,10,1,fugal_init,1,0.8,0.76494,1862.0,1606.0
multimanga,10,1,fugal_init,1,1.0,0.766932,1862.0,1606.0
multimanga,10,1,fugal_init,2,0.2,0.775896,1790.0,1606.0
multimanga,10,1,fugal_init,2,0.4,0.775896,1790.0,1606.0
multimanga,10,1,fugal_init,2,0.6,0.777888,1778.0,1606.0
multimanga,10,1,fugal_init,2,0.8,0.7749,1786.0,1606.0
multimanga,10,1,fugal_init,2,1.0,0.775896,1786.0,1606.0
multimanga,10,2,fugal_init,0.05,0.2,0.654382,3044.0,1796.0
multimanga,10,2,fugal_init,0.05,0.4,0.658367,3040.0,1796.0
multimanga,10,2,fugal_init,0.05,0.6,0.662351,3076.0,1796.0
multimanga,10,2,fugal_init,0.05,0.8,0.667331,3108.0,1796.0
multimanga,10,2,fugal_init,0.05,1.0,0.666335,3164.0,1796.0
multimanga,10,2,fugal_init,0.1,0.2,0.658367,3036.0,1796.0
multimanga,10,2,fugal_init,0.1,0.4,0.671315,3036.0,1796.0
multimanga,10,2,fugal_init,0.1,0.6,0.666335,3056.0,1796.0
multimanga,10,2,fugal_init,0.1,0.8,0.670319,3056.0,1796.0
multimanga,10,2,fugal_init,0.1,1.0,0.669323,3096.0,1796.0
multimanga,10,2,fugal_init,0.3,0.2,0.680279,3040.0,1796.0
multimanga,10,2,fugal_init,0.3,0.4,0.687251,3060.0,1796.0
multimanga,10,2,fugal_init,0.3,0.6,0.690239,3064.0,1796.0
multimanga,10,2,fugal_init,0.3,0.8,0.690239,3084.0,1796.0
multimanga,10,2,fugal_init,0.3,1.0,0.693227,3072.0,1796.0
multimanga,10,2,fugal_init,0.5,0.2,0.691235,3068.0,1796.0
multimanga,10,2,fugal_init,0.5,0.4,0.697211,3072.0,1796.0
multimanga,10,2,fugal_init,0.5,0.6,0.692231,3084.0,1796.0
multimanga,10,2,fugal_init,0.5,0.8,0.695219,3092.0,1796.0
multimanga,10,2,fugal_init,0.5,1.0,0.697211,3124.0,1796.0
multimanga,10,2,fugal_init,1,0.2,0.716135,2704.0,1796.0
multimanga,10,2,fugal_init,1,0.4,0.721116,2696.0,1796.0
multimanga,10,2,fugal_init,1,0.6,0.722112,2700.0,1796.0
multimanga,10,2,fugal_init,1,0.8,0.724104,2708.0,1796.0
multimanga,10,2,fugal_init,1,1.0,0.719124,2708.0,1796.0
multimanga,10,2,fugal_init,2,0.2,0.709163,2992.0,1796.0
multimanga,10,2,fugal_init,2,0.4,0.710159,2960.0,1796.0
multimanga,10,2,fugal_init,2,0.6,0.709163,2964.0,1796.0
multimanga,10,2,fugal_init,2,0.8,0.710159,3028.0,1796.0
multimanga,10,2,fugal_init,2,1.0,0.711155,3028.0,1796.0
multimanga,15,0,fugal_init,0.05,0.2,0.606574,4202.0,2382.0
multimanga,15,0,fugal_init,0.05,0.4,0.588645,4290.0,2382.0
multimanga,15,0,fugal_init,0.05,0.6,0.592629,4314.0,2382.0
multimanga,15,0,fugal_init,0.05,0.8,0.588645,4362.0,2382.0
multimanga,15,0,fugal_init,0.05,1.0,0.604582,4366.0,2382.0
multimanga,15,0,fugal_init,0.1,0.2,0.646414,3578.0,2382.0
multimanga,15,0,fugal_init,0.1,0.4,0.654382,3598.0,2382.0
multimanga,15,0,fugal_init,0.1,0.6,0.654382,3606.0,2382.0
multimanga,15,0,fugal_init,0.1,0.8,0.65239,3622.0,2382.0
multimanga,15,0,fugal_init,0.1,1.0,0.649402,3650.0,2382.0
multimanga,15,0,fugal_init,0.3,0.2,0.664343,3614.0,2382.0
multimanga,15,0,fugal_init,0.3,0.4,0.662351,3618.0,2382.0
multimanga,15,0,fugal_init,0.3,0.6,0.657371,3622.0,2382.0
multimanga,15,0,fugal_init,0.3,0.8,0.659363,3618.0,2382.0
multimanga,15,0,fugal_init,0.3,1.0,0.659363,3618.0,2382.0
multimanga,15,0,fugal_init,0.5,0.2,0.673307,3462.0,2382.0
multimanga,15,0,fugal_init,0.5,0.4,0.669323,3462.0,2382.0
multimanga,15,0,fugal_init,0.5,0.6,0.668327,3458.0,2382.0
multimanga,15,0,fugal_init,0.5,0.8,0.668327,3450.0,2382.0
multimanga,15,0,fugal_init,0.5,1.0,0.663347,3462.0,2382.0
multimanga,15,0,fugal_init,1,0.2,0.666335,3530.0,2382.0
multimanga,15,0,fugal_init,1,0.4,0.658367,3538.0,2382.0
multimanga,15,0,fugal_init,1,0.6,0.655378,3542.0,2382.0
multimanga,15,0,fugal_init,1,0.8,0.655378,3554.0,2382.0
multimanga,15,0,fugal_init,1,1.0,0.655378,3562.0,2382.0
multimanga,15,0,fugal_init,2,0.2,0.64741,3730.0,2382.0
multimanga,15,0,fugal_init,2,0.4,0.649402,3738.0,2382.0
multimanga,15,0,fugal_init,2,0.6,0.651394,3738.0,2382.0
multimanga,15,0,fugal_init,2,0.8,0.650398,3750.0,2382.0
multimanga,15,0,fugal_init,2,1.0,0.651394,3750.0,2382.0
multimanga,15,1,fugal_init,0.05,0.2,0.578685,4202.0,2402.0
multimanga,15,1,fugal_init,0.05,0.4,0.560757,4350.0,2402.0
multimanga,15,1,fugal_init,0.05,0.6,0.566733,4390.0,2402.0
multimanga,15,1,fugal_init,0.05,0.8,0.562749,4438.0,2402.0
multimanga,15,1,fugal_init,0.05,1.0,0.555777,4478.0,2402.0
multimanga,15,1,fugal_init,0.1,0.2,0.596614,3666.0,2402.0
multimanga,15,1,fugal_init,0.1,0.4,0.60259,3666.0,2402.0
multimanga,15,1,fugal_init,0.1,0.6,0.59761,3710.0,2402.0
multimanga,15,1,fugal_init,0.1,0.8,0.610558,3754.0,2402.0
multimanga,15,1,fugal_init,0.1,1.0,0.606574,3774.0,2402.0
multimanga,15,1,fugal_init,0.3,0.2,0.61753,3710.0,2402.0
multimanga,15,1,fugal_init,0.3,0.4,0.630478,3686.0,2402.0
multimanga,15,1,fugal_init,0.3,0.6,0.623506,3722.0,2402.0
multimanga,15,1,fugal_init,0.3,0.8,0.628486,3726.0,2402.0
multimanga,15,1,fugal_init,0.3,1.0,0.625498,3734.0,2402.0
multimanga,15,1,fugal_init,0.5,0.2,0.668327,3266.0,2402.0
multimanga,15,1,fugal_init,0.5,0.4,0.661355,3278.0,2402.0
multimanga,15,1,fugal_init,0.5,0.6,0.657371,3294.0,2402.0
multimanga,15,1,fugal_init,0.5,0.8,0.650398,3310.0,2402.0
multimanga,15,1,fugal_init,0.5,1.0,0.648406,3318.0,2402.0
multimanga,15,1,fugal_init,1,0.2,0.676295,3194.0,2402.0
multimanga,15,1,fugal_init,1,0.4,0.670319,3218.0,2402.0
multimanga,15,1,fugal_init,1,0.6,0.668327,3230.0,2402.0
multimanga,15,1,fugal_init,1,0.8,0.663347,3230.0,2402.0
multimanga,15,1,fugal_init,1,1.0,0.659363,3254.0,2402.0
multimanga,15,1,fugal_init,2,0.2,0.660359,3414.0,2402.0
multimanga,15,1,fugal_init,2,0.4,0.659363,3426.0,2402.0
multimanga,15,1,fugal_init,2,0.6,0.660359,3434.0,2402.0
multimanga,15,1,fugal_init,2,0.8,0.660359,3446.0,2402.0
multimanga,15,1,fugal_init,2,1.0,0.663347,3482.0,2402.0
multimanga,15,2,fugal_init,0.05,0.2,0.566733,4562.0,2626.0
multimanga,15,2,fugal_init,0.05,0.4,0.577689,4630.0,2626.0
multimanga,15,2,fugal_init,0.05,0.6,0.574701,4830.0,2626.0
multimanga,15,2,fugal_init,0.05,0.8,0.569721,4882.0,2626.0
multimanga,15,2,fugal_init,0.05,1.0,0.570717,4898.0,2626.0
multimanga,15,2,fugal_init,0.1,0.2,0.579681,4578.0,2626.0
multimanga,15,2,fugal_init,0.1,0.4,0.580677,4562.0,2626.0
multimanga,15,2,fugal_init,0.1,0.6,0.586653,4582.0,2626.0
multimanga,15,2,fugal_init,0.1,0.8,0.589641,4654.0,2626.0
multimanga,15,2,fugal_init,0.1,1.0,0.564741,4874.0,2626.0
multimanga,15,2,fugal_init,0.3,0.2,0.628486,3962.0,2626.0
multimanga,15,2,fugal_init,0.3,0.4,0.62749,4014.0,2626.0
multimanga,15,2,fugal_init,0.3,0.6,0.635458,4022.0,2626.0
multimanga,15,2,fugal_init,0.3,0.8,0.630478,4042.0,2626.0
multimanga,15,2,fugal_init,0.3,1.0,0.629482,4042.0,2626.0
multimanga,15,2,fugal_init,0.5,0.2,0.634462,4006.0,2626.0
multimanga,15,2,fugal_init,0.5,0.4,0.62749,4050.0,2626.0
multimanga,15,2,fugal_init,0.5,0.6,0.620518,4086.0,2626.0
multimanga,15,2,fugal_init,0.5,0.8,0.621514,4094.0,2626.0
multimanga,15,2,fugal_init,0.5,1.0,0.621514,4110.0,2626.0
multimanga,15,2,fugal_init,1,0.2,0.636454,4114.0,2626.0
multimanga,15,2,fugal_init,1,0.4,0.63247,4142.0,2626.0
multimanga,15,2,fugal_init,1,0.6,0.628486,4146.0,2626.0
multimanga,15,2,fugal_init,1,0.8,0.62749,4150.0,2626.0
multimanga,15,2,fugal_init,1,1.0,0.626494,4174.0,2626.0
multimanga,15,2,fugal_init,2,0.2,0.638446,4242.0,2626.0
multimanga,15,2,fugal_init,2,0.4,0.639442,4258.0,2626.0
multimanga,15,2,fugal_init,2,0.6,0.63745,4262.0,2626.0
multimanga,15,2,fugal_init,2,0.8,0.635458,4266.0,2626.0
multimanga,15,2,fugal_init,2,1.0,0.634462,4270.0,2626.0
multimanga,20,0,fugal_init,0.05,0.2,0.551793,5452.0,3204.0
multimanga,20,0,fugal_init,0.05,0.4,0.561753,5384.0,3204.0
multimanga,20,0,fugal_init,0.05,0.6,0.570717,5432.0,3204.0
multimanga,20,0,fugal_init,0.05,0.8,0.558765,5464.0,3204.0
multimanga,20,0,fugal_init,0.05,1.0,0.551793,5612.0,3204.0
multimanga,20,0,fugal_init,0.1,0.2,0.555777,5296.0,3204.0
multimanga,20,0,fugal_init,0.1,0.4,0.538845,5440.0,3204.0
multimanga,20,0,fugal_init,0.1,0.6,0.537849,5484.0,3204.0
multimanga,20,0,fugal_init,0.1,0.8,0.538845,5504.0,3204.0
multimanga,20,0,fugal_init,0.1,1.0,0.539841,5536.0,3204.0
multimanga,20,0,fugal_init,0.3,0.2,0.521912,5652.0,3204.0
multimanga,20,0,fugal_init,0.3,0.4,0.512948,5648.0,3204.0
multimanga,20,0,fugal_init,0.3,0.6,0.512948,5648.0,3204.0
multimanga,20,0,fugal_init,0.3,0.8,0.515936,5668.0,3204.0
multimanga,20,0,fugal_init,0.3,1.0,0.527888,5600.0,3204.0
multimanga,20,0,fugal_init,0.5,0.2,0.593625,4568.0,3204.0
multimanga,20,0,fugal_init,0.5,0.4,0.601594,4564.0,3204.0
multimanga,20,0,fugal_init,0.5,0.6,0.601594,4564.0,3204.0
multimanga,20,0,fugal_init,0.5,0.8,0.59761,4576.0,3204.0
multimanga,20,0,fugal_init,0.5,1.0,0.601594,4588.0,3204.0
multimanga,20,0,fugal_init,1,0.2,0.610558,4604.0,3204.0
multimanga,20,0,fugal_init,1,0.4,0.606574,4616.0,3204.0
multimanga,20,0,fugal_init,1,0.6,0.605578,4620.0,3204.0
multimanga,20,0,fugal_init,1,0.8,0.609562,4608.0,3204.0
multimanga,20,0,fugal_init,1,1.0,0.610558,4600.0,3204.0
multimanga,20,0,fugal_init,2,0.2,0.620518,4500.0,3204.0
multimanga,20,0,fugal_init,2,0.4,0.613546,4532.0,3204.0
multimanga,20,0,fugal_init,2,0.6,0.611554,4548.0,3204.0
multimanga,20,0,fugal_init,2,0.8,0.609562,4564.0,3204.0
multimanga,20,0,fugal_init,2,1.0,0.609562,4560.0,3204.0
multimanga,20,1,fugal_init,0.05,0.2,0.508964,5520.0,3288.0
multimanga,20,1,fugal_init,0.05,0.4,0.506972,5804.0,3288.0
multimanga,20,1,fugal_init,0.05,0.6,0.507968,5932.0,3288.0
multimanga,20,1,fugal_init,0.05,0.8,0.527888,5704.0,3288.0
multimanga,20,1,fugal_init,0.05,1.0,0.505976,5976.0,3288.0
multimanga,20,1,fugal_init,0.1,0.2,0.521912,5628.0,3288.0
multimanga,20,1,fugal_init,0.1,0.4,0.522908,5752.0,3288.0
multimanga,20,1,fugal_init,0.1,0.6,0.510956,5744.0,3288.0
multimanga,20,1,fugal_init,0.1,0.8,0.511952,5788.0,3288.0
multimanga,20,1,fugal_init,0.1,1.0,0.512948,5940.0,3288.0
multimanga,20,1,fugal_init,0.3,0.2,0.577689,4900.0,3288.0
multimanga,20,1,fugal_init,0.3,0.4,0.579681,4920.0,3288.0
multimanga,20,1,fugal_init,0.3,0.6,0.589641,4892.0,3288.0
multimanga,20,1,fugal_init,0.3,0.8,0.587649,4900.0,3288.0
multimanga,20,1,fugal_init,0.3,1.0,0.564741,5092.0,3288.0
multimanga,20,1,fugal_init,0.5,0.2,0.621514,4704.0,3288.0
multimanga,20,1,fugal_init,0.5,0.4,0.61753,4724.0,3288.0
multimanga,20,1,fugal_init,0.5,0.6,0.608566,4724.0,3288.0
multimanga,20,1,fugal_init,0.5,0.8,0.614542,4740.0,3288.0
multimanga,20,1,fugal_init,0.5,1.0,0.613546,4776.0,3288.0
multimanga,20,1,fugal_init,1,0.2,0.649402,4336.0,3288.0
multimanga,20,1,fugal_init,1,0.4,0.641434,4356.0,3288.0
multimanga,20,1,fugal_init,1,0.6,0.639442,4360.0,3288.0
multimanga,20,1,fugal_init,1,0.8,0.636454,4380.0,3288.0
multimanga,20,1,fugal_init,1,1.0,0.635458,4400.0,3288.0
multimanga,20,1,fugal_init,2,0.2,0.616534,4644.0,3288.0
multimanga,20,1,fugal_init,2,0.4,0.616534,4684.0,3288.0
multimanga,5,0,fugal_init,0.05,0.2,0.832669,862.0,842.0
multimanga,5,0,fugal_init,0.05,0.4,0.834661,862.0,842.0
multimanga,5,0,fugal_init,0.05,0.6,0.835657,854.0,842.0
multimanga,5,0,fugal_init,0.05,0.8,0.833665,850.0,842.0
multimanga,5,0,fugal_init,0.05,1.0,0.831673,850.0,842.0
multimanga,5,0,fugal_init,0.1,0.2,0.838645,850.0,842.0
multimanga,5,0,fugal_init,0.1,0.4,0.828685,846.0,842.0
multimanga,5,0,fugal_init,0.1,0.6,0.831673,842.0,842.0
multimanga,5,0,fugal_init,0.1,0.8,0.834661,842.0,842.0
multimanga,5,0,fugal_init,0.1,1.0,0.834661,842.0,842.0
multimanga,5,0,fugal_init,0.3,0.2,0.833665,842.0,842.0
multimanga,5,0,fugal_init,0.3,0.4,0.831673,842.0,842.0
multimanga,5,0,fugal_init,0.3,0.6,0.835657,842.0,842.0
multimanga,5,0,fugal_init,0.3,0.8,0.835657,842.0,842.0
multimanga,5,0,fugal_init,0.3,1.0,0.835657,842.0,842.0
multimanga,5,0,fugal_init,0.5,0.2,0.835657,850.0,842.0
multimanga,5,0,fugal_init,0.5,0.4,0.835657,850.0,842.0
multimanga,5,0,fugal_init,0.5,0.6,0.835657,850.0,842.0
multimanga,5,0,fugal_init,0.5,0.8,0.835657,850.0,842.0
multimanga,5,0,fugal_init,0.5,1.0,0.835657,850.0,842.0
multimanga,5,0,fugal_init,1,0.2,0.829681,866.0,842.0
multimanga,5,0,fugal_init,1,0.4,0.831673,866.0,842.0
multimanga,5,0,fugal_init,1,0.6,0.833665,866.0,842.0
multimanga,5,0,fugal_init,1,0.8,0.832669,866.0,842.0
multimanga,5,0,fugal_init,1,1.0,0.832669,866.0,842.0
multimanga,5,0,fugal_init,2,0.2,0.822709,910.0,842.0
multimanga,5,0,fugal_init,2,0.4,0.821713,910.0,842.0
multimanga,5,0,fugal_init,2,0.6,0.821713,910.0,842.0
multimanga,5,0,fugal_init,2,0.8,0.822709,910.0,842.0
multimanga,5,0,fugal_init,2,1.0,0.821713,910.0,842.0
multimanga,5,1,fugal_init,0.05,0.2,0.818725,814.0,782.0
multimanga,5,1,fugal_init,0.05,0.4,0.816733,814.0,782.0
multimanga,5,1,fugal_init,0.05,0.6,0.820717,814.0,782.0
multimanga,5,1,fugal_init,0.05,0.8,0.819721,818.0,782.0
multimanga,5,1,fugal_init,0.05,1.0,0.824701,818.0,782.0
multimanga,5,1,fugal_init,0.1,0.2,0.832669,790.0,782.0
multimanga,5,1,fugal_init,0.1,0.4,0.828685,786.0,782.0
multimanga,5,1,fugal_init,0.1,0.6,0.822709,810.0,782.0
multimanga,5,1,fugal_init,0.1,0.8,0.828685,810.0,782.0
multimanga,5,1,fugal_init,0.1,1.0,0.826693,810.0,782.0
multimanga,5,1,fugal_init,0.3,0.2,0.826693,786.0,782.0
multimanga,5,1,fugal_init,0.3,0.4,0.838645,786.0,782.0
multimanga,5,1,fugal_init,0.3,0.6,0.838645,786.0,782.0
multimanga,5,1,fugal_init,0.3,0.8,0.840637,786.0,782.0
multimanga,5,1,fugal_init,0.3,1.0,0.839641,786.0,782.0
multimanga,5,1,fugal_init,0.5,0.2,0.831673,786.0,782.0
multimanga,5,1,fugal_init,0.5,0.4,0.837649,786.0,782.0
multimanga,5,1,fugal_init,0.5,0.6,0.839641,786.0,782.0
multimanga,5,1,fugal_init,0.5,0.8,0.839641,786.0,782.0
multimanga,5,1,fugal_init,0.5,1.0,0.839641,786.0,782.0
multimanga,5,1,fugal_init,1,0.2,0.839641,782.0,782.0
multimanga,5,1,fugal_init,1,0.4,0.841633,782.0,782.0
multimanga,5,1,fugal_init,1,0.6,0.839641,782.0,782.0
multimanga,5,1,fugal_init,1,0.8,0.838645,790.0,782.0
multimanga,5,1,fugal_init,1,1.0,0.839641,790.0,782.0
multimanga,5,1,fugal_init,2,0.2,0.831673,834.0,782.0
multimanga,5,1,fugal_init,2,0.4,0.827689,834.0,782.0
multimanga,5,1,fugal_init,2,0.6,0.828685,834.0,782.0
multimanga,5,1,fugal_init,2,0.8,0.830677,834.0,782.0
multimanga,5,1,fugal_init,2,1.0,0.830677,834.0,782.0
multimanga,5,2,fugal_init,0.05,0.2,0.809761,890.0,890.0
multimanga,5,2,fugal_init,0.05,0.4,0.808765,894.0,890.0
multimanga,5,2,fugal_init,0.05,0.6,0.812749,894.0,890.0
multimanga,5,2,fugal_init,0.05,0.8,0.810757,894.0,890.0
multimanga,5,2,fugal_init,0.05,1.0,0.815737,902.0,890.0
multimanga,5,2,fugal_init,0.1,0.2,0.811753,890.0,890.0
multimanga,5,2,fugal_init,0.1,0.4,0.812749,890.0,890.0
multimanga,5,2,fugal_init,0.1,0.6,0.806773,890.0,890.0
multimanga,5,2,fugal_init,0.1,0.8,0.814741,894.0,890.0
multimanga,5,2,fugal_init,0.1,1.0,0.816733,894.0,890.0
multimanga,5,2,fugal_init,0.3,0.2,0.812749,890.0,890.0
multimanga,5,2,fugal_init,0.3,0.4,0.813745,890.0,890.0
multimanga,5,2,fugal_init,0.3,0.6,0.813745,890.0,890.0
multimanga,5,2,fugal_init,0.3,0.8,0.814741,890.0,890.0
multimanga,5,2,fugal_init,0.3,1.0,0.812749,890.0,890.0
multimanga,5,2,fugal_init,0.5,0.2,0.818725,890.0,890.0
multimanga,5,2,fugal_init,0.5,0.4,0.812749,890.0,890.0
multimanga,5,2,fugal_init,0.5,0.6,0.815737,890.0,890.0
multimanga,5,2,fugal_init,0.5,0.8,0.814741,890.0,890.0
multimanga,5,2,fugal_init,0.5,1.0,0.812749,890.0,890.0
multimanga,5,2,fugal_init,1,0.2,0.813745,894.0,890.0
multimanga,5,2,fugal_init,1,0.4,0.814741,894.0,890.0
multimanga,5,2,fugal_init,1,0.6,0.812749,894.0,890.0
multimanga,5,2,fugal_init,1,0.8,0.812749,894.0,890.0
multimanga,5,2,fugal_init,1,1.0,0.811753,894.0,890.0
multimanga,5,2,fugal_init,2,0.2,0.813745,898.0,890.0
multimanga,5,2,fugal_init,2,0.4,0.813745,898.0,890.0
multimanga,5,2,fugal_init,2,0.6,0.810757,898.0,890.0
multimanga,5,2,fugal_init,2,0.8,0.812749,898.0,890.0
multimanga,5,2,fugal_init,2,1.0,0.811753,898.0,890.0
netscience,10,0,fugal_init,0.05,0.2,0.593668,228.0,188.0
netscience,10,0,fugal_init,0.05,0.4,0.633245,220.0,188.0
netscience,10,0,fugal_init,0.05,0.6,0.635884,252.0,188.0
netscience,10,0,fugal_init,0.05,0.8,0.627968,252.0,188.0
netscience,10,0,fugal_init,0.05,1.0,0.672823,256.0,188.0
netscience,10,0,fugal_init,0.1,0.2,0.646438,240.0,188.0
netscience,10,0,fugal_init,0.1,0.4,0.630607,216.0,188.0
netscience,10,0,fugal_init,0.1,0.6,0.656992,216.0,188.0
netscience,10,0,fugal_init,0.1,0.8,0.656992,240.0,188.0
netscience,10,0,fugal_init,0.1,1.0,0.649077,240.0,188.0
netscience,10,0,fugal_init,0.3,0.2,0.635884,200.0,188.0
netscience,10,0,fugal_init,0.3,0.4,0.664908,212.0,188.0
netscience,10,0,fugal_init,0.3,0.6,0.6781,212.0,188.0
netscience,10,0,fugal_init,0.3,0.8,0.675462,208.0,188.0
netscience,10,0,fugal_init,0.3,1.0,0.680739,204.0,188.0
netscience,10,0,fugal_init,0.5,0.2,0.675462,208.0,188.0
netscience,10,0,fugal_init,0.5,0.4,0.683377,208.0,188.0
netscience,10,0,fugal_init,0.5,0.6,0.680739,208.0,188.0
netscience,10,0,fugal_init,0.5,0.8,0.683377,204.0,188.0
netscience,10,0,fugal_init,0.5,1.0,0.680739,204.0,188.0
netscience,10,0,fugal_init,1,0.2,0.683377,216.0,188.0
netscience,10,0,fugal_init,1,0.4,0.683377,216.0,188.0
netscience,10,0,fugal_init,1,0.6,0.691293,220.0,188.0
netscience,10,0,fugal_init,1,0.8,0.691293,216.0,188.0
netscience,10,0,fugal_init,1,1.0,0.680739,224.0,188.0
netscience,10,0,fugal_init,2,0.2,0.6781,240.0,188.0
netscience,10,0,fugal_init,2,0.4,0.680739,240.0,188.0
netscience,10,0,fugal_init,2,0.6,0.675462,244.0,188.0
netscience,10,0,fugal_init,2,0.8,0.675462,244.0,188.0
netscience,10,0,fugal_init,2,1.0,0.6781,252.0,188.0
netscience,10,0,qap_init,,,0.69657,212.0,188.0
netscience,10,1,fugal_init,0.05,0.2,0.6781,274.0,174.0
netscience,10,1,fugal_init,0.05,0.4,0.683377,270.0,174.0
netscience,10,1,fugal_init,0.05,0.6,0.649077,270.0,174.0
