dataset,noise,trial,algorithm,mu,lam_step,accuracy,frobenius,gt_frobenius
euroroad,15,1,fugal,2.0,0.2,0.449744,1448.0,360.0
euroroad,15,1,fugal,2.0,1.0,0.4523,1448.0,360.0
euroroad,15,1,fugal,3.0,0.2,0.47615,1360.0,360.0
euroroad,15,1,fugal,3.0,1.0,0.47615,1360.0,360.0
euroroad,15,1,fugal_init,3.0,1.0,0.640545,932.0,360.0
euroroad,15,1,qap_init,,,0.729131,504,360
euroroad,15,1,qap_init,,,0.73339,496,360
euroroad,15,2,fugal,2.0,0.2,0.600511,1226.0,310.0
euroroad,15,2,fugal,2.0,1.0,0.594549,1222.0,310.0
euroroad,15,2,fugal,3.0,0.2,0.603066,1190.0,310.0
euroroad,15,2,fugal,3.0,1.0,0.600511,1206.0,310.0
euroroad,15,2,fugal_init,3.0,1.0,0.731687,774.0,310.0
euroroad,15,2,qap_init,,,0.724872,462,310
euroroad,15,2,qap_init,,,0.729983,450,310
euroroad,20,0,fugal,2.0,0.2,0.114991,1856.0,464.0
euroroad,20,0,fugal,2.0,1.0,0.118399,1900.0,464.0
euroroad,20,0,fugal,3.0,0.2,0.130324,1824.0,464.0
euroroad,20,0,fugal,3.0,1.0,0.129472,1848.0,464.0
euroroad,20,0,fugal_init,3.0,1.0,0.402896,1356.0,464.0
euroroad,20,0,qap_init,,,0.587734,788,464
euroroad,20,0,qap_init,,,0.602215,756,464
euroroad,20,1,fugal,2.0,0.2,0.235094,1820.0,464.0
euroroad,20,1,fugal,2.0,1.0,0.238501,1812.0,464.0
euroroad,20,1,fugal,3.0,0.2,0.255537,1800.0,464.0
euroroad,20,1,fugal,3.0,1.0,0.258944,1816.0,464.0
euroroad,20,1,fugal_init,3.0,1.0,0.496593,1288.0,464.0
euroroad,20,1,qap_init,,,0.560477,804,464
euroroad,20,1,qap_init,,,0.568995,832,464
euroroad,20,2,fugal,2.0,0.2,0.272572,1862.0,418.0
euroroad,20,2,fugal,2.0,1.0,0.270017,1842.0,418.0
euroroad,20,2,fugal,3.0,0.2,0.271721,1834.0,418.0
euroroad,20,2,fugal,3.0,1.0,0.275128,1842.0,418.0
euroroad,20,2,fugal_init,3.0,1.0,0.527257,1302.0,418.0
euroroad,20,2,qap_init,,,0.61925,686,418
euroroad,20,2,qap_init,,,0.620102,658,418
euroroad,5,0,fugal,2.0,0.2,0.896082,318.0,122.0
euroroad,5,0,fugal,2.0,1.0,0.903748,318.0,122.0
euroroad,5,0,fugal,3.0,0.2,0.905451,310.0,122.0
euroroad,5,0,fugal,3.0,1.0,0.906303,310.0,122.0
euroroad,5,0,fugal_init,3.0,1.0,0.901193,130.0,122.0
euroroad,5,0,qap_init,,,0.892675,158,122
euroroad,5,1,fugal,2.0,0.2,0.866269,410.0,126.0
euroroad,5,1,fugal,2.0,1.0,0.867121,402.0,126.0
euroroad,5,1,fugal,3.0,0.2,0.845826,422.0,126.0
euroroad,5,1,fugal,3.0,1.0,0.848382,434.0,126.0
euroroad,5,1,fugal_init,3.0,1.0,0.890971,162.0,126.0
euroroad,5,1,qap_init,,,0.894378,158,126
euroroad,5,2,fugal,2.0,0.2,0.866269,426.0,102.0
euroroad,5,2,fugal,2.0,1.0,0.867973,410.0,102.0
euroroad,5,2,fugal,3.0,0.2,0.856899,434.0,102.0
euroroad,5,2,fugal,3.0,1.0,0.858603,434.0,102.0
euroroad,5,2,fugal_init,3.0,1.0,0.878194,130.0,102.0
euroroad,5,2,qap_init,,,0.894378,126,102
highschool,0,0,fugal,0.2,0.2,1.0,0.0,0.0
highschool,0,0,fugal,0.2,1.0,1.0,0.0,0.0
highschool,0,0,fugal,1.0,0.2,1.0,0.0,0.0
highschool,0,0,fugal,1.0,1.0,1.0,0.0,0.0
highschool,0,0,fugal_init,0.2,0.2,1.0,0.0,0.0
highschool,0,0,fugal_init,0.2,1.0,1.0,0.0,0.0
highschool,0,0,fugal_init,1.0,0.2,1.0,0.0,0.0
highschool,0,0,fugal_init,1.0,1.0,1.0,0.0,0.0
highschool,0,0,qap_init,,,1,0,0
highschool,0,1,fugal,0.2,0.2,1.0,0.0,0.0
highschool,0,1,fugal,0.2,1.0,1.0,0.0,0.0
highschool,0,1,fugal,1.0,0.2,1.0,0.0,0.0
highschool,0,1,fugal,1.0,1.0,1.0,0.0,0.0
highschool,0,1,fugal_init,0.2,0.2,1.0,0.0,0.0
highschool,0,1,fugal_init,0.2,1.0,1.0,0.0,0.0
highschool,0,1,fugal_init,1.0,0.2,1.0,0.0,0.0
highschool,0,1,fugal_init,1.0,1.0,1.0,0.0,0.0
highschool,0,1,qap_init,,,1,0,0
highschool,0,2,fugal,0.2,0.2,1.0,0.0,0.0
highschool,0,2,fugal,0.2,1.0,1.0,0.0,0.0
highschool,0,2,fugal,1.0,0.2,1.0,0.0,0.0
highschool,0,2,fugal,1.0,1.0,1.0,0.0,0.0
highschool,0,2,fugal_init,0.2,0.2,1.0,0.0,0.0
highschool,0,2,fugal_init,0.2,1.0,1.0,0.0,0.0
highschool,0,2,fugal_init,1.0,0.2,1.0,0.0,0.0
highschool,0,2,fugal_init,1.0,1.0,1.0,0.0,0.0
highschool,0,2,qap_init,,,1,0,0
highschool,10,0,fugal,0.2,0.2,1.0,1182.0,1182.0
highschool,10,0,fugal,0.2,1.0,1.0,1182.0,1182.0
highschool,10,0,fugal,1.0,0.2,1.0,1182.0,1182.0
highschool,10,0,fugal,1.0,1.0,1.0,1182.0,1182.0
highschool,10,0,fugal_init,0.2,0.2,1.0,1182.0,1182.0
highschool,10,0,fugal_init,0.2,1.0,1.0,1182.0,1182.0
highschool,10,0,fugal_init,1.0,0.2,1.0,1182.0,1182.0
highschool,10,0,fugal_init,1.0,1.0,1.0,1182.0,1182.0
highschool,10,0,qap_init,,,1,1182,1182
highschool,10,1,fugal,0.2,0.2,1.0,1176.0,1176.0
highschool,10,1,fugal,0.2,1.0,1.0,1176.0,1176.0
highschool,10,1,fugal,1.0,0.2,1.0,1176.0,1176.0
highschool,10,1,fugal,1.0,1.0,1.0,1176.0,1176.0
highschool,10,1,fugal_init,0.2,0.2,1.0,1176.0,1176.0
highschool,10,1,fugal_init,0.2,1.0,1.0,1176.0,1176.0
highschool,10,1,fugal_init,1.0,0.2,1.0,1176.0,1176.0
highschool,10,1,fugal_init,1.0,1.0,1.0,1176.0,1176.0
highschool,10,1,qap_init,,,1,1176,1176
highschool,10,2,fugal,0.2,0.2,1.0,1156.0,1156.0
highschool,10,2,fugal,0.2,1.0,1.0,1156.0,1156.0
highschool,10,2,fugal,1.0,0.2,1.0,1156.0,1156.0
highschool,10,2,fugal,1.0,1.0,1.0,1156.0,1156.0
highschool,10,2,fugal_init,0.2,0.2,1.0,1156.0,1156.0
highschool,10,2,fugal_init,0.2,1.0,1.0,1156.0,1156.0
highschool,10,2,fugal_init,1.0,0.2,1.0,1156.0,1156.0
highschool,10,2,fugal_init,1.0,1.0,1.0,1156.0,1156.0
highschool,10,2,qap_init,,,1,1156,1156
highschool,15,0,fugal,0.2,0.2,1.0,1764.0,1764.0
highschool,15,0,fugal,0.2,1.0,1.0,1764.0,1764.0
highschool,15,0,fugal,1.0,0.2,1.0,1764.0,1764.0
highschool,15,0,fugal,1.0,1.0,1.0,1764.0,1764.0
highschool,15,0,fugal_init,0.2,0.2,1.0,1764.0,1764.0
highschool,15,0,fugal_init,0.2,1.0,1.0,1764.0,1764.0
highschool,15,0,fugal_init,1.0,0.2,1.0,1764.0,1764.0
highschool,15,0,fugal_init,1.0,1.0,1.0,1764.0,1764.0
highschool,15,0,qap_init,,,1,1764,1764
highschool,15,1,fugal,0.2,0.2,1.0,1706.0,1706.0
highschool,15,1,fugal,0.2,1.0,1.0,1706.0,1706.0
highschool,15,1,fugal,1.0,0.2,1.0,1706.0,1706.0
highschool,15,1,fugal,1.0,1.0,1.0,1706.0,1706.0
highschool,15,1,fugal_init,0.2,0.2,1.0,1706.0,1706.0
highschool,15,1,fugal_init,0.2,1.0,1.0,1706.0,1706.0
highschool,15,1,fugal_init,1.0,0.2,1.0,1706.0,1706.0
highschool,15,1,fugal_init,1.0,1.0,1.0,1706.0,1706.0
highschool,15,1,qap_init,,,1,1706,1706
highschool,15,2,fugal,0.2,0.2,1.0,1714.0,1714.0
highschool,15,2,fugal,0.2,1.0,1.0,1714.0,1714.0
highschool,15,2,fugal,1.0,0.2,1.0,1714.0,1714.0
highschool,15,2,fugal,1.0,1.0,1.0,1714.0,1714.0
highschool,15,2,fugal_init,0.2,0.2,1.0,1714.0,1714.0
highschool,15,2,fugal_init,0.2,1.0,1.0,1714.0,1714.0
highschool,15,2,fugal_init,1.0,0.2,1.0,1714.0,1714.0
highschool,15,2,fugal_init,1.0,1.0,1.0,1714.0,1714.0
highschool,15,2,qap_init,,,1,1714,1714
highschool,20,0,fugal,0.2,0.2,1.0,2296.0,2296.0
highschool,20,0,fugal,0.2,1.0,1.0,2296.0,2296.0
highschool,20,0,fugal,1.0,0.2,1.0,2296.0,2296.0
highschool,20,0,fugal,1.0,1.0,1.0,2296.0,2296.0
highschool,20,0,fugal_init,0.2,0.2,1.0,2296.0,2296.0
highschool,20,0,fugal_init,0.2,1.0,1.0,2296.0,2296.0
highschool,20,0,fugal_init,1.0,0.2,1.0,2296.0,2296.0
highschool,20,0,fugal_init,1.0,1.0,1.0,2296.0,2296.0
highschool,20,0,qap_init,,,1,2296,2296
highschool,20,1,fugal,0.2,0.2,1.0,2304.0,2304.0
highschool,20,1,fugal,0.2,1.0,1.0,2304.0,2304.0
highschool,20,1,fugal,1.0,0.2,1.0,2304.0,2304.0
highschool,20,1,fugal,1.0,1.0,1.0,2304.0,2304.0
highschool,20,1,fugal_init,0.2,0.2,1.0,2304.0,2304.0
highschool,20,1,fugal_init,0.2,1.0,1.0,2304.0,2304.0
highschool,20,1,fugal_init,1.0,0.2,1.0,2304.0,2304.0
highschool,20,1,fugal_init,1.0,1.0,1.0,2304.0,2304.0
highschool,20,1,qap_init,,,1,2304,2304
highschool,20,2,fugal,0.2,0.2,1.0,2278.0,2278.0
highschool,20,2,fugal,0.2,1.0,1.0,2278.0,2278.0
highschool,20,2,fugal,1.0,0.2,1.0,2278.0,2278.0
highschool,20,2,fugal,1.0,1.0,1.0,2278.0,2278.0
highschool,20,2,fugal_init,0.2,0.2,1.0,2278.0,2278.0
highschool,20,2,fugal_init,0.2,1.0,1.0,2278.0,2278.0
highschool,20,2,fugal_init,1.0,0.2,1.0,2278.0,2278.0
highschool,20,2,fugal_init,1.0,1.0,1.0,2278.0,2278.0
highschool,20,2,qap_init,,,1,2278,2278
highschool,5,0,fugal,0.2,0.2,1.0,624.0,624.0
highschool,5,0,fugal,0.2,1.0,1.0,624.0,624.0
highschool,5,0,fugal,1.0,0.2,1.0,624.0,624.0
highschool,5,0,fugal,1.0,1.0,1.0,624.0,624.0
highschool,5,0,fugal_init,0.2,0.2,1.0,624.0,624.0
highschool,5,0,fugal_init,0.2,1.0,1.0,624.0,624.0
highschool,5,0,fugal_init,1.0,0.2,1.0,624.0,624.0
highschool,5,0,fugal_init,1.0,1.0,1.0,624.0,624.0
highschool,5,0,qap_init,,,1,624,624
highschool,5,1,fugal,0.2,0.2,1.0,568.0,568.0
highschool,5,1,fugal,0.2,1.0,1.0,568.0,568.0
highschool,5,1,fugal,1.0,0.2,1.0,568.0,568.0
highschool,5,1,fugal,1.0,1.0,1.0,568.0,568.0
highschool,5,1,fugal_init,0.2,0.2,1.0,568.0,568.0
highschool,5,1,fugal_init,0.2,1.0,1.0,568.0,568.0
highschool,5,1,fugal_init,1.0,0.2,1.0,568.0,568.0
highschool,5,1,fugal_init,1.0,1.0,1.0,568.0,568.0
highschool,5,1,qap_init,,,1,568,568
highschool,5,2,fugal,0.2,0.2,1.0,596.0,596.0
highschool,5,2,fugal,0.2,1.0,1.0,596.0,596.0
highschool,5,2,fugal,1.0,0.2,1.0,596.0,596.0
highschool,5,2,fugal,1.0,1.0,1.0,596.0,596.0
highschool,5,2,fugal_init,0.2,0.2,1.0,596.0,596.0
highschool,5,2,fugal_init,0.2,1.0,1.0,596.0,596.0
highschool,5,2,fugal_init,1.0,0.2,1.0,596.0,596.0
highschool,5,2,fugal_init,1.0,1.0,1.0,596.0,596.0
highschool,5,2,qap_init,,,1,596,596
multimanga,0,0,fugal,0.3,0.2,0.848606,8.0,0.0
multimanga,0,0,fugal,0.3,0.4,0.843625,8.0,0.0
multimanga,0,0,fugal,0.3,0.6,0.832669,8.0,0.0
multimanga,0,0,fugal,0.5,0.2,0.835657,8.0,0.0
multimanga,0,0,fugal,0.5,0.4,0.837649,8.0,0.0
multimanga,0,0,fugal,0.5,0.6,0.840637,8.0,0.0
multimanga,0,0,fugal,1.0,0.2,0.839641,8.0,0.0
multimanga,0,0,fugal,1.0,0.4,0.844622,8.0,0.0
multimanga,0,0,fugal,1.0,0.6,0.831673,8.0,0.0
multimanga,0,0,fugal_init,0.3,0.2,0.849602,8.0,0.0
multimanga,0,0,fugal_init,0.3,0.4,0.849602,8.0,0.0
multimanga,0,0,fugal_init,0.3,0.6,0.834661,8.0,0.0
multimanga,0,0,fugal_init,0.5,0.2,0.841633,8.0,0.0
multimanga,0,0,fugal_init,0.5,0.4,0.827689,8.0,0.0
multimanga,0,0,fugal_init,0.5,0.6,0.832669,8.0,0.0
multimanga,0,0,fugal_init,1.0,0.2,0.832669,8.0,0.0
multimanga,0,0,fugal_init,1.0,0.4,0.84761,8.0,0.0
multimanga,0,0,fugal_init,1.0,0.6,0.850598,8.0,0.0
multimanga,0,0,qap_init,,,0.859562,0,0
multimanga,0,1,fugal,0.3,0.2,0.838645,0.0,0.0
multimanga,0,1,fugal,0.3,0.4,0.829681,0.0,0.0
multimanga,0,1,fugal,0.3,0.6,0.837649,0.0,0.0
multimanga,0,1,fugal,0.5,0.2,0.834661,0.0,0.0
multimanga,0,1,fugal,0.5,0.4,0.835657,0.0,0.0
multimanga,0,1,fugal,0.5,0.6,0.824701,0.0,0.0
multimanga,0,1,fugal,1.0,0.2,0.837649,0.0,0.0
multimanga,0,1,fugal,1.0,0.4,0.829681,0.0,0.0
multimanga,0,1,fugal,1.0,0.6,0.837649,0.0,0.0
multimanga,0,1,fugal_init,0.3,0.2,0.837649,0.0,0.0
multimanga,0,1,fugal_init,0.3,0.4,0.844622,0.0,0.0
multimanga,0,1,fugal_init,0.3,0.6,0.836653,0.0,0.0
multimanga,0,1,fugal_init,0.5,0.2,0.845618,0.0,0.0
multimanga,0,1,fugal_init,0.5,0.4,0.844622,0.0,0.0
multimanga,0,1,fugal_init,0.5,0.6,0.836653,0.0,0.0
multimanga,0,1,fugal_init,1.0,0.2,0.835657,0.0,0.0
multimanga,0,1,fugal_init,1.0,0.4,0.843625,0.0,0.0
multimanga,0,1,fugal_init,1.0,0.6,0.838645,0.0,0.0
multimanga,0,1,qap_init,,,0.853586,0,0
multimanga,0,2,fugal,0.3,0.2,0.858566,0.0,0.0
multimanga,0,2,fugal,0.3,0.4,0.843625,0.0,0.0
multimanga,0,2,fugal,0.3,0.6,0.837649,0.0,0.0
multimanga,0,2,fugal,0.5,0.2,0.839641,0.0,0.0
multimanga,0,2,fugal,0.5,0.4,0.845618,0.0,0.0
multimanga,0,2,fugal,0.5,0.6,0.840637,0.0,0.0
multimanga,0,2,fugal,1.0,0.2,0.846614,0.0,0.0
multimanga,0,2,fugal,1.0,0.4,0.844622,0.0,0.0
multimanga,0,2,fugal,1.0,0.6,0.85259,0.0,0.0
multimanga,0,2,fugal_init,0.3,0.2,0.843625,0.0,0.0
multimanga,0,2,fugal_init,0.3,0.4,0.845618,0.0,0.0
multimanga,0,2,fugal_init,0.3,0.6,0.838645,0.0,0.0
multimanga,0,2,fugal_init,0.5,0.2,0.837649,0.0,0.0
multimanga,0,2,fugal_init,0.5,0.4,0.853586,0.0,0.0
multimanga,0,2,fugal_init,0.5,0.6,0.84761,0.0,0.0
multimanga,0,2,fugal_init,1.0,0.2,0.842629,0.0,0.0
multimanga,0,2,fugal_init,1.0,0.4,0.836653,0.0,0.0
multimanga,0,2,fugal_init,1.0,0.6,0.838645,0.0,0.0
multimanga,0,2,qap_init,,,0.828685,0,0
multimanga,10,0,fugal,0.3,0.2,0.724104,2350.0,1582.0
multimanga,10,0,fugal,0.3,0.4,0.722112,2346.0,1582.0
multimanga,10,0,fugal,0.3,0.6,0.733068,2342.0,1582.0
multimanga,10,0,fugal,0.5,0.2,0.74502,2190.0,1582.0
multimanga,10,0,fugal,0.5,0.4,0.746016,2190.0,1582.0
multimanga,10,0,fugal,0.5,0.6,0.732072,2194.0,1582.0
multimanga,10,0,fugal,1.0,0.2,0.785857,1794.0,1582.0
multimanga,10,0,fugal,1.0,0.4,0.786853,1810.0,1582.0
multimanga,10,0,fugal,1.0,0.6,0.784861,1822.0,1582.0
multimanga,10,0,fugal_init,0.3,0.2,0.64741,2786.0,1582.0
multimanga,10,0,fugal_init,0.3,0.4,0.659363,2786.0,1582.0
multimanga,10,0,fugal_init,0.3,0.6,0.654382,2786.0,1582.0
multimanga,10,0,fugal_init,0.5,0.2,0.722112,2202.0,1582.0
multimanga,10,0,fugal_init,0.5,0.4,0.72012,2210.0,1582.0
multimanga,10,0,fugal_init,0.5,0.6,0.721116,2210.0,1582.0
multimanga,10,0,fugal_init,1.0,0.2,0.727092,2042.0,1582.0
multimanga,10,0,fugal_init,1.0,0.4,0.727092,2050.0,1582.0
multimanga,10,0,fugal_init,1.0,0.6,0.718127,2054.0,1582.0
multimanga,10,0,qap_init,,,0.762948,1906,1582
multimanga,10,1,fugal,0.3,0.2,0.7251,2202.0,1606.0
multimanga,10,1,fugal,0.3,0.4,0.732072,2230.0,1606.0
multimanga,10,1,fugal,0.3,0.6,0.739044,2250.0,1606.0
multimanga,10,1,fugal,0.5,0.2,0.74502,2058.0,1606.0
multimanga,10,1,fugal,0.5,0.4,0.736056,2054.0,1606.0
multimanga,10,1,fugal,0.5,0.6,0.751992,2058.0,1606.0
multimanga,10,1,fugal,1.0,0.2,0.761952,1810.0,1606.0
multimanga,10,1,fugal,1.0,0.4,0.753984,1814.0,1606.0
multimanga,10,1,fugal,1.0,0.6,0.74502,1830.0,1606.0
multimanga,10,1,fugal_init,0.3,0.2,0.63745,3078.0,1606.0
multimanga,10,1,fugal_init,0.3,0.4,0.640438,3098.0,1606.0
multimanga,10,1,fugal_init,0.3,0.6,0.638446,3098.0,1606.0
multimanga,10,1,fugal_init,0.5,0.2,0.685259,2778.0,1606.0
multimanga,10,1,fugal_init,0.5,0.4,0.660359,2890.0,1606.0
multimanga,10,1,fugal_init,0.5,0.6,0.680279,2894.0,1606.0
multimanga,10,1,fugal_init,1.0,0.2,0.719124,2006.0,1606.0
multimanga,10,1,fugal_init,1.0,0.4,0.726096,2022.0,1606.0
multimanga,10,1,fugal_init,1.0,0.6,0.724104,2030.0,1606.0
multimanga,10,1,qap_init,,,0.723108,1910,1606
multimanga,10,2,fugal,0.3,0.2,0.680279,2704.0,1796.0
multimanga,10,2,fugal,0.3,0.4,0.681275,2704.0,1796.0
multimanga,10,2,fugal,0.3,0.6,0.668327,2712.0,1796.0
multimanga,10,2,fugal,0.5,0.2,0.698207,2588.0,1796.0
multimanga,10,2,fugal,0.5,0.4,0.710159,2588.0,1796.0
multimanga,10,2,fugal,0.5,0.6,0.712151,2580.0,1796.0
multimanga,10,2,fugal,1.0,0.2,0.803785,1856.0,1796.0
multimanga,10,2,fugal,1.0,0.4,0.804781,1856.0,1796.0
multimanga,10,2,fugal,1.0,0.6,0.797809,1876.0,1796.0
multimanga,10,2,fugal_init,0.3,0.2,0.630478,3500.0,1796.0
multimanga,10,2,fugal_init,0.3,0.4,0.633466,3524.0,1796.0
multimanga,10,2,fugal_init,0.3,0.6,0.63745,3520.0,1796.0
multimanga,10,2,fugal_init,0.5,0.2,0.623506,3516.0,1796.0
multimanga,10,2,fugal_init,0.5,0.4,0.62749,3544.0,1796.0
multimanga,10,2,fugal_init,0.5,0.6,0.634462,3548.0,1796.0
multimanga,10,2,fugal_init,1.0,0.2,0.675299,2824.0,1796.0
multimanga,10,2,fugal_init,1.0,0.4,0.674303,2836.0,1796.0
multimanga,10,2,fugal_init,1.0,0.6,0.676295,2888.0,1796.0
multimanga,10,2,qap_init,,,0.659363,3216,1796
multimanga,15,0,fugal,0.3,0.2,0.635458,4106.0,2382.0
multimanga,15,0,fugal,0.3,0.4,0.641434,4114.0,2382.0
multimanga,15,0,fugal,0.3,0.6,0.639442,4118.0,2382.0
multimanga,15,0,fugal,0.5,0.2,0.64741,3614.0,2382.0
multimanga,15,0,fugal,0.5,0.4,0.64741,3610.0,2382.0
multimanga,15,0,fugal,0.5,0.6,0.656375,3642.0,2382.0
multimanga,15,0,fugal,1.0,0.2,0.753984,2666.0,2382.0
multimanga,15,0,fugal,1.0,0.4,0.751992,2662.0,2382.0
multimanga,15,0,fugal,1.0,0.6,0.751992,2678.0,2382.0
multimanga,15,0,fugal_init,0.3,0.2,0.574701,4482.0,2382.0
multimanga,15,0,fugal_init,0.3,0.4,0.594622,4494.0,2382.0
multimanga,15,0,fugal_init,0.3,0.6,0.586653,4498.0,2382.0
multimanga,15,0,fugal_init,0.5,0.2,0.596614,4242.0,2382.0
multimanga,15,0,fugal_init,0.5,0.4,0.594622,4250.0,2382.0
multimanga,15,0,fugal_init,0.5,0.6,0.593625,4274.0,2382.0
multimanga,15,0,fugal_init,1.0,0.2,0.636454,3690.0,2382.0
multimanga,15,0,fugal_init,1.0,0.4,0.62749,3678.0,2382.0
multimanga,15,0,fugal_init,1.0,0.6,0.633466,3698.0,2382.0
multimanga,15,0,qap_init,,,0.641434,3958,2382
multimanga,15,1,fugal,0.3,0.2,0.660359,3514.0,2402.0
multimanga,15,1,fugal,0.3,0.4,0.651394,3514.0,2402.0
multimanga,15,1,fugal,0.3,0.6,0.656375,3530.0,2402.0
multimanga,15,1,fugal,0.5,0.2,0.670319,3230.0,2402.0
multimanga,15,1,fugal,0.5,0.4,0.682271,3246.0,2402.0
multimanga,15,1,fugal,0.5,0.6,0.687251,3254.0,2402.0
multimanga,15,1,fugal,1.0,0.2,0.722112,2698.0,2402.0
multimanga,15,1,fugal,1.0,0.4,0.736056,2706.0,2402.0
multimanga,15,1,fugal,1.0,0.6,0.727092,2758.0,2402.0
multimanga,15,1,fugal_init,0.3,0.2,0.581673,4322.0,2402.0
multimanga,15,1,fugal_init,0.3,0.4,0.578685,4346.0,2402.0
multimanga,15,1,fugal_init,0.3,0.6,0.586653,4318.0,2402.0
multimanga,15,1,fugal_init,0.5,0.2,0.605578,3874.0,2402.0
multimanga,15,1,fugal_init,0.5,0.4,0.619522,3766.0,2402.0
multimanga,15,1,fugal_init,0.5,0.6,0.62251,3818.0,2402.0
multimanga,15,1,fugal_init,1.0,0.2,0.638446,3438.0,2402.0
multimanga,15,1,fugal_init,1.0,0.4,0.639442,3434.0,2402.0
multimanga,15,1,fugal_init,1.0,0.6,0.641434,3486.0,2402.0
multimanga,15,1,qap_init,,,0.648406,3742,2402
multimanga,15,2,fugal,0.3,0.2,0.576693,4546.0,2626.0
multimanga,15,2,fugal,0.3,0.4,0.567729,4562.0,2626.0
multimanga,15,2,fugal,0.3,0.6,0.569721,4538.0,2626.0
multimanga,15,2,fugal,0.5,0.2,0.574701,4374.0,2626.0
multimanga,15,2,fugal,0.5,0.4,0.585657,4386.0,2626.0
multimanga,15,2,fugal,0.5,0.6,0.587649,4374.0,2626.0
multimanga,15,2,fugal,1.0,0.2,0.620518,4206.0,2626.0
multimanga,15,2,fugal,1.0,0.4,0.610558,4266.0,2626.0
multimanga,15,2,fugal,1.0,0.6,0.61753,4326.0,2626.0
multimanga,15,2,fugal_init,0.3,0.2,0.52988,4926.0,2626.0
multimanga,15,2,fugal_init,0.3,0.4,0.525896,4934.0,2626.0
multimanga,15,2,fugal_init,0.3,0.6,0.531873,4922.0,2626.0
multimanga,15,2,fugal_init,0.5,0.2,0.560757,4678.0,2626.0
multimanga,15,2,fugal_init,0.5,0.4,0.559761,4678.0,2626.0
multimanga,15,2,fugal_init,0.5,0.6,0.557769,4686.0,2626.0
multimanga,15,2,fugal_init,1.0,0.2,0.594622,4314.0,2626.0
multimanga,15,2,fugal_init,1.0,0.4,0.574701,4394.0,2626.0
multimanga,15,2,fugal_init,1.0,0.6,0.581673,4510.0,2626.0
multimanga,15,2,qap_init,,,0.611554,4026,2626
multimanga,20,0,fugal,0.3,0.2,0.614542,4736.0,3204.0
multimanga,20,0,fugal,0.3,0.4,0.606574,4800.0,3204.0
multimanga,20,0,fugal,0.3,0.6,0.599602,4872.0,3204.0
multimanga,20,0,fugal,0.5,0.2,0.60259,4728.0,3204.0
multimanga,20,0,fugal,0.5,0.4,0.610558,4748.0,3204.0
multimanga,20,0,fugal,0.5,0.6,0.605578,4752.0,3204.0
multimanga,20,0,fugal,1.0,0.2,0.629482,4376.0,3204.0
